,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,property,age,number_credits,job,people_liable,telephone,credit_risk
796,3,18,2,2,2864,1,3,2,3,1,34,1,2,1,1,0
797,3,21,4,6,2319,1,2,2,1,3,33,1,3,2,1,0
798,1,24,2,0,915,5,5,4,2,3,29,1,3,2,1,0
799,3,24,2,0,947,1,4,4,3,4,38,1,3,1,1,0
800,1,24,2,0,1381,5,3,4,2,2,35,1,3,2,1,0
801,1,24,2,0,1285,5,4,4,2,4,32,1,3,2,1,0
802,1,24,2,0,1371,5,3,4,2,1,25,1,3,2,1,0
803,2,18,2,0,1042,5,3,4,2,2,33,1,3,2,1,0
804,1,12,2,0,900,5,3,4,4,3,23,1,3,2,1,0
805,1,24,2,0,1207,1,2,4,2,2,24,1,3,2,1,0
806,2,18,0,0,2278,2,2,3,2,3,28,2,3,2,1,0
807,1,60,3,9,6836,1,5,3,3,4,63,2,3,2,2,0
808,1,24,2,2,3345,1,5,4,3,2,39,1,4,2,2,0
809,1,6,1,6,1198,1,5,4,2,4,35,1,3,2,1,0
810,2,48,2,9,15672,1,3,2,3,3,23,1,3,2,2,0
811,1,60,2,9,7297,1,5,4,3,4,36,1,3,2,1,0
812,4,18,2,5,1943,1,2,4,2,1,23,1,3,2,1,0
813,1,18,2,3,3190,1,3,2,2,1,24,1,3,2,1,0
814,2,9,1,1,5129,1,5,2,2,4,74,1,4,1,2,0
815,4,18,3,2,1808,1,4,4,2,1,22,1,3,2,1,0
816,3,10,2,0,1240,2,5,1,2,4,48,1,2,1,1,0
817,1,12,2,0,759,1,4,4,3,1,26,1,3,2,1,0
818,2,8,2,2,1237,1,3,3,2,1,24,1,3,2,1,0
819,4,9,2,2,1980,1,2,2,2,3,19,2,3,2,1,0
820,2,48,2,3,10961,4,4,1,3,4,27,2,3,2,2,0
821,1,36,3,6,6887,1,3,4,3,2,29,1,3,2,2,0
822,1,24,2,3,1938,1,2,4,1,2,32,1,3,2,1,0
823,1,21,2,3,1835,1,3,3,2,1,25,2,3,2,2,0
824,1,24,3,3,1659,1,2,4,2,3,29,1,2,2,2,0
825,2,6,3,0,1209,1,1,4,3,2,47,1,4,2,2,0
826,2,48,0,9,3844,2,4,4,3,4,34,1,2,1,1,0
827,1,12,4,0,4843,1,5,3,3,2,43,2,3,2,2,0
828,2,12,2,5,639,1,3,4,3,3,30,1,3,2,1,0
829,2,48,2,3,5951,1,3,2,2,1,22,1,3,2,1,0
830,2,36,0,3,3804,1,3,4,2,3,42,1,3,2,2,0
831,4,36,3,3,4463,1,3,4,3,3,26,2,4,2,2,0
832,4,36,3,9,7980,5,2,4,3,3,27,2,3,2,2,0
833,3,36,2,3,4210,1,3,4,3,3,26,1,3,2,1,0
834,4,6,2,2,4611,1,2,1,2,2,32,1,3,2,1,0
835,2,24,2,1,11560,1,3,1,2,3,23,2,4,2,1,0
836,4,18,0,9,4165,1,3,2,3,3,36,2,3,1,1,0
837,2,24,2,2,4057,1,4,3,1,3,43,1,3,2,2,0
838,4,18,1,0,6458,1,5,2,3,4,39,2,4,1,2,0
839,4,12,2,0,1386,3,3,2,2,2,26,1,3,2,1,0
840,1,36,2,6,1977,5,5,4,3,4,40,1,4,2,2,0
841,2,18,4,2,1928,1,2,2,3,1,31,2,2,2,1,0
842,4,12,2,2,1123,3,3,4,2,3,29,1,2,2,1,0
843,2,24,2,10,11328,1,3,2,3,3,29,2,4,2,2,0
844,2,24,4,10,11938,1,3,2,3,3,39,2,4,1,2,0
845,2,27,4,3,2520,3,3,4,3,2,23,2,2,2,1,0
846,2,30,3,3,1919,2,2,4,3,4,30,2,4,2,1,0
847,2,60,1,10,14782,2,5,3,2,4,60,2,4,2,2,0
848,2,36,2,3,2671,2,3,4,2,4,50,1,3,2,1,0
849,2,36,2,6,12612,2,3,1,3,4,47,1,3,1,2,0
850,2,45,2,3,3031,2,3,4,3,2,21,1,3,2,1,0
851,1,12,1,3,626,1,3,4,2,1,24,1,2,2,1,0
852,2,24,4,9,1935,1,5,4,1,1,31,2,3,2,2,0
853,3,24,4,0,1344,5,4,4,3,1,37,2,2,1,1,0
854,4,18,2,2,1533,1,2,4,4,2,43,1,2,1,1,0
855,1,48,2,0,3931,1,4,4,3,4,46,1,3,1,1,0
856,1,24,1,2,3349,3,2,4,3,4,30,1,3,1,2,0
857,1,36,2,3,2302,1,3,4,1,3,31,1,3,2,1,0
858,1,42,2,3,3965,1,2,4,3,3,34,1,3,2,1,0
859,1,12,2,3,727,2,2,4,4,4,33,1,2,2,2,0
860,4,48,2,9,3914,5,3,4,1,1,38,1,3,2,1,0
861,1,48,2,9,4308,1,2,3,2,2,24,1,3,2,1,0
862,2,12,2,3,1534,1,2,1,4,1,23,1,3,2,1,0
863,4,18,4,0,2775,1,4,2,3,2,31,2,3,2,1,0
864,1,40,4,6,5998,1,3,4,3,4,27,1,3,2,2,0
865,3,15,4,3,1271,5,3,3,3,4,39,2,3,2,2,0
866,2,12,2,0,1295,1,2,3,2,3,25,1,3,2,1,0
867,2,36,2,1,9398,1,2,1,4,3,28,1,4,2,2,0
868,2,12,2,2,951,2,2,4,2,3,27,4,3,2,1,0
869,2,24,2,0,1355,1,2,3,2,3,25,1,2,2,2,0
870,1,48,2,4,3051,1,3,3,3,3,54,1,3,2,1,0
871,4,36,4,0,7855,1,3,4,2,1,25,2,3,2,2,0
872,4,18,2,3,433,1,1,3,2,1,22,1,3,2,1,0
873,4,36,3,9,9572,1,2,1,1,3,28,2,3,2,1,0
874,2,24,1,6,1837,1,4,4,2,4,34,1,2,2,1,0
875,2,30,4,0,4249,1,1,4,4,3,28,2,4,2,1,0
876,2,30,4,0,5234,1,1,4,4,3,28,2,4,2,1,0
877,1,48,2,3,6758,1,3,3,2,3,31,1,3,2,2,0
878,1,9,2,3,1366,1,2,3,2,2,22,1,3,2,1,0
879,1,24,1,10,1358,5,5,4,3,3,40,1,4,2,2,0
880,1,18,2,2,2473,1,1,4,3,3,25,1,1,2,1,0
881,3,9,0,3,1337,1,2,4,3,3,34,2,4,2,2,0
882,1,48,2,0,7763,1,5,4,3,4,42,1,4,2,1,0
883,2,15,1,0,1264,2,3,2,4,2,25,1,3,2,1,0
884,2,15,2,0,2631,2,3,2,2,3,28,2,3,2,2,0
885,2,48,2,0,6560,2,4,3,3,2,24,1,3,2,1,0
886,1,24,2,0,3123,1,2,4,2,2,27,1,3,2,1,0
887,1,36,4,6,8065,1,3,3,2,4,25,2,4,2,2,0
888,1,24,2,3,2439,1,2,4,2,1,35,1,3,2,2,0
889,2,36,2,2,9034,2,2,4,3,4,29,1,4,2,2,0
890,2,60,2,0,14027,1,4,4,3,4,27,1,4,2,2,0
891,1,36,4,1,9629,1,4,4,3,3,24,2,3,2,2,0
892,2,12,2,3,1484,5,3,2,4,1,25,1,3,2,2,0
893,1,18,2,2,1131,1,1,4,2,3,33,1,3,2,1,0
894,2,24,3,2,2064,1,1,3,2,2,34,1,4,2,2,0
895,2,18,2,1,12976,1,1,3,2,4,38,1,4,2,2,0
896,4,21,3,9,2580,3,2,4,3,1,41,1,2,1,1,0
897,4,27,2,0,2570,1,3,3,2,1,21,1,3,2,1,0
898,2,27,2,9,3915,1,3,4,3,3,36,1,3,1,2,0
899,4,10,2,0,1309,5,3,4,3,2,27,1,2,2,1,0
900,1,24,2,0,4817,1,4,2,3,2,31,1,3,2,2,0
901,1,12,2,0,2579,1,2,4,3,1,33,1,2,1,1,0
902,2,36,3,0,2225,1,5,4,3,4,57,2,3,2,2,0
903,1,18,2,2,4153,1,3,2,3,3,42,1,3,2,1,0
904,1,18,0,2,3114,1,2,1,2,2,26,1,3,2,1,0
905,1,18,4,2,2124,1,3,4,2,1,24,2,3,2,1,0
906,1,18,1,2,1553,1,3,4,3,3,44,1,3,2,1,0
907,1,30,2,2,2406,1,4,4,2,1,23,1,3,2,1,0
908,1,24,3,0,1333,1,1,4,3,1,43,2,3,1,1,0
909,1,48,0,2,7119,1,3,3,3,4,53,2,3,1,1,0
910,1,24,3,0,4870,1,3,3,3,4,53,2,3,1,1,0
911,1,12,4,0,691,1,5,4,3,2,35,2,3,2,1,0
912,1,42,3,3,4370,1,4,3,3,2,26,2,3,1,2,0
913,1,36,1,2,2746,1,5,4,3,3,31,1,3,2,1,0
914,1,24,0,2,4110,1,5,3,3,4,23,2,3,1,1,0
915,1,18,2,2,2462,1,3,2,3,3,22,1,3,2,1,0
916,1,12,2,2,1282,1,3,2,2,3,20,1,3,2,1,0
917,2,12,0,2,2969,1,2,4,2,2,25,2,3,2,1,0
918,1,48,0,1,4605,1,5,3,3,4,24,2,3,1,1,0
919,1,48,4,1,6331,1,5,4,3,4,46,2,3,2,2,0
920,1,24,1,2,3552,1,4,3,3,3,27,1,3,2,1,0
921,1,12,1,0,697,1,2,4,3,3,46,2,3,2,2,0
922,1,24,2,0,1442,1,4,4,2,3,23,2,3,2,1,0
923,1,27,0,9,5293,1,1,2,3,2,50,2,3,2,2,0
924,1,21,3,6,3414,1,2,2,3,2,26,2,3,2,1,0
925,1,18,2,2,2039,1,3,1,2,1,20,1,3,2,1,0
926,1,24,1,9,3161,1,3,4,3,2,31,1,3,2,2,0
927,1,12,2,8,902,1,4,4,4,2,21,1,3,2,1,0
928,1,48,2,1,10297,1,4,4,3,4,39,3,3,1,2,0
929,2,48,0,9,14421,1,3,2,3,3,25,1,3,2,2,0
930,2,18,4,0,1056,1,5,3,3,1,30,2,3,2,1,0
931,1,12,2,0,1274,1,2,3,2,1,37,1,2,2,1,0
932,2,12,2,0,1223,1,5,1,1,1,46,2,3,2,1,0
933,1,12,2,0,1372,1,4,2,1,3,36,1,3,2,1,0
934,1,16,4,0,2625,1,5,2,3,2,43,1,3,2,2,0
935,1,20,4,0,2235,1,3,4,4,2,33,2,3,2,1,0
936,2,9,2,2,959,1,3,1,2,3,29,1,3,2,1,0
937,2,18,4,0,884,1,5,4,3,3,36,1,3,1,2,0
938,2,24,2,0,1246,1,2,4,3,1,23,1,2,2,1,0
939,2,36,3,0,8086,2,5,2,3,3,42,4,4,2,2,0
940,4,48,4,0,10127,3,3,2,3,4,44,1,3,2,1,0
941,2,12,2,0,888,1,5,4,3,3,41,1,2,1,1,0
942,4,12,2,6,719,1,5,4,3,3,41,1,2,1,1,0
943,2,36,2,0,12389,5,3,1,3,4,37,1,3,2,2,0
944,1,12,2,3,709,1,5,4,3,1,57,1,2,2,1,0
945,2,15,1,0,6850,2,1,1,3,2,34,1,4,1,2,0
946,4,10,2,2,2210,1,3,2,3,1,25,1,2,2,1,0
947,4,30,1,1,7485,5,1,4,2,1,53,1,4,2,2,0
948,1,18,1,0,1442,1,4,4,3,4,32,2,2,1,1,0
949,4,12,4,3,797,5,5,4,2,2,33,1,2,1,1,0
950,2,45,4,3,4746,1,2,4,3,2,24,2,2,2,1,0
951,3,12,4,0,939,3,4,4,4,1,28,3,3,2,2,0
952,2,21,2,9,1188,1,5,2,2,2,39,1,3,1,1,0
953,4,48,4,1,11590,2,3,2,2,3,24,2,2,2,1,0
954,3,12,1,9,609,1,2,4,2,1,26,1,1,2,1,0
955,1,18,4,5,1190,1,1,2,2,4,55,3,1,1,1,0
956,2,21,2,9,2767,2,5,4,1,3,61,2,2,2,1,0
957,2,30,2,2,3441,2,3,2,2,3,21,1,3,2,1,0
958,2,30,0,9,4280,2,3,4,2,3,26,2,2,2,1,0
959,2,24,2,3,3092,2,2,3,4,3,22,1,3,2,2,0
960,4,18,2,0,6761,5,3,2,3,3,68,2,3,2,1,0
961,2,12,2,3,1331,1,2,2,3,3,22,1,3,2,1,0
962,2,54,0,9,15945,1,2,3,3,4,58,1,3,2,2,0
963,1,24,2,2,3234,1,2,4,2,1,23,1,2,2,2,0
964,2,15,2,3,802,1,5,4,3,3,37,1,3,1,1,0
965,2,48,2,2,9960,1,2,1,2,3,26,1,3,2,2,0
966,4,24,3,9,8648,1,2,2,3,3,27,2,3,2,2,0
967,1,18,2,3,1345,1,3,4,4,1,26,1,3,2,1,0
968,1,45,2,3,1845,1,3,4,3,4,23,1,3,2,2,0
969,1,21,1,0,1647,5,3,4,3,2,40,2,2,1,1,0
970,4,48,2,9,4844,1,1,3,3,3,33,1,4,2,2,0
971,2,27,0,9,8318,1,5,2,2,4,42,2,4,2,2,0
972,3,18,2,3,2100,1,3,4,3,1,37,1,3,2,1,0
973,1,45,0,9,11816,1,5,2,3,3,29,2,3,2,1,0
974,1,6,2,6,448,1,2,4,2,2,23,1,3,2,1,0
975,1,30,2,5,11998,1,2,1,1,4,34,1,2,2,2,0
976,2,48,0,10,18424,1,3,1,2,2,32,1,4,2,2,0
977,1,6,2,0,14896,1,5,1,3,4,68,1,4,2,2,0
978,2,12,2,2,2762,5,5,1,2,2,25,1,3,2,2,0
979,1,12,2,1,3386,1,5,3,3,4,35,1,3,2,2,0
980,2,24,2,3,2039,1,2,1,4,2,22,1,3,2,2,0
981,4,18,3,9,2169,1,3,4,4,3,28,1,3,2,2,0
982,2,48,4,2,5096,1,3,2,2,3,30,1,4,2,2,0
983,1,18,2,3,1882,1,3,4,2,3,25,2,3,2,1,0
984,1,48,2,3,6999,1,4,1,4,1,34,2,3,2,2,0
985,4,12,4,9,2292,1,1,4,3,3,42,2,4,2,2,0
986,1,14,2,0,8978,1,5,1,1,2,45,1,4,2,2,0
987,1,12,2,3,674,2,4,4,4,2,20,1,3,2,1,0
988,1,18,2,0,976,1,2,1,2,3,23,1,2,2,1,0
989,2,24,2,0,2718,1,3,3,2,2,20,1,2,2,2,0
990,1,18,2,6,750,1,1,4,2,1,27,1,1,2,1,0
991,2,24,2,1,12579,1,5,4,2,4,44,1,4,2,2,0
992,1,18,2,1,7511,5,5,1,3,2,51,1,3,1,2,0
993,1,18,4,0,3966,1,5,1,2,1,33,3,3,2,2,0
994,1,12,0,3,6199,1,3,4,3,2,28,2,3,2,2,0
995,1,24,2,3,1987,1,3,2,3,1,21,1,2,1,1,0
996,1,24,2,0,2303,1,5,4,3,1,45,1,3,2,1,0
997,4,21,4,0,12680,5,5,4,3,4,30,1,4,2,2,0
998,2,12,2,3,6468,5,1,2,3,4,52,1,4,2,2,0
999,1,30,2,2,6350,5,5,4,3,2,31,1,3,2,1,0
